id,lemma vnisp,verbo/nome,derivazione,tratti disattesi,nuovo indice di galloitalicità,Afer,Assib,Degem,Deretr,Dissim,Ditt,Elim,Leniz,Palat,Vocal,afer.1,afer.1.b,assib.1.a,assib.1.b,assib.1.c,assib.2,assib.3,assib.4,assib.5,assib.6.a,assib.6.b,assib.6.c,assib.7,assib.8,assib.9,assib.10,assib.11,assib.12,assib.13,assib.14,assib.15,assib.16,assib.17,degem.1,degem.2,degem.3,degem.4,degem.5,degem.6,degem.7,degem.8,degem.9,degem.10,degem.11,degem.12,degem.13,degem.15,degem.16,degem.17,degem.18,degem.19,degem.19.b,degem.20,degem.22,degem.23,deretr.1,deretr.2,deretr.3,dissim.1,dissim.2,ditt.1.a,ditt.1.b,ditt.2.a,ditt.2.b,elim.1,elim.2,elim.3,elim.4.a,elim.4.b,elim.5,inf.1,inf.2,inf.3.a,inf.3.b.1,inf.3.b.2,inf.3.b.3,inf.3.b.4,inf.3.c,inf.3.d,inf.4,inf.5,inf.6,inf.7,leniz.1,leniz.2,leniz.3,leniz.4,leniz.5,leniz.6,leniz.7,leniz.8,leniz.9,leniz.10,leniz.11,leniz.12,leniz.13,leniz.13.b,leniz.14,leniz.15,leniz.16,leniz.17,leniz.19.a,leniz.19.b,leniz.19.c,leniz.19.d,leniz.19.e,leniz.19.f,leniz.19.g,leniz.19.h,leniz.20,palat.1,palat.2,palat.3,palat.4,palat.5,palat.6,palat.7,palat.8,palat.9,palat.10,palat.11,palat.12,palat.13,vocal.2.a,vocal.5.a,vocal.5.c,vocal.7.a,vocal.7.b,vocal.8.a,vocal.8.b,vocal.8.c,vocal.9.a,vocal.9.b,vocal.10,vocal.12,vocal.13
26,ametè,verbo,ametè<-vocal.7.b--amitè<-palat.5--amitàri,afer.1 leniz.5 vocal.13 vocal.2.a vocal.7.a,0.286,no,no,no,no,no,no,no,no,sì,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,no,sì,NA,NA,NA,NA,NA,NA,NA,no
27,amö̀rë,nome,amö̀rë<-vocal.5.c--amùrë<-vocal.2.a--amùri,afer.1 vocal.13 vocal.7.a,0.400,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,no
28,amö̀rö,nome,amö̀rö<-vocal.13--amö̀ri<-vocal.5.c--amùri,afer.1 vocal.2.a vocal.7.a,0.400,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,sì
29,amàntë,nome,amàntë<-vocal.2.a--amànti,afer.1 vocal.13 vocal.7.a,0.250,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,no
30,amàrö,nome,amàrö<-vocal.5.a--amàru,afer.1 vocal.8.a,0.333,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
31,amè,verbo,amè<-palat.5--amàri,afer.1 vocal.13 vocal.2.a vocal.7.a,0.200,no,no,no,no,no,no,no,no,sì,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,no
32,amèssë,verbo,amèssë<-palat.6--amàrisi,afer.1 assib.1.a assib.1.b assib.1.c vocal.13 vocal.2.a vocal.7.a vocal.7.b,0.111,no,no,no,no,no,no,no,no,sì,no,no,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,no
33,amìga,nome,amìga<-leniz.1--amìca,afer.1 vocal.10,0.333,no,no,no,no,no,no,no,sì,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
34,amìgö,nome,amìgö<-vocal.5.a--amìgu<-leniz.1--amìcu,afer.1 vocal.10 vocal.8.b,0.400,no,no,no,no,no,no,no,sì,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,no,NA,NA,NA,no,NA,NA
35,anciòva,nome,anciòva,afer.1 assib.6.a assib.6.c assib.9 ditt.2.b,NA,no,no,no,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,ancölìn,nome,ancölìn<-vocal.5.a--anculìn<-leniz.16--anculìnu,afer.1 leniz.12 vocal.10 vocal.8.a vocal.8.b,0.286,no,no,no,no,no,no,no,sì,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,no,no,NA,NA,NA,no,NA,NA
37,andè,verbo,andè<-palat.5--andàri<-dissim.2--annàri,afer.1 degem.17 vocal.13 vocal.2.a vocal.7.a,0.286,no,no,no,no,sì,no,no,no,sì,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,no
38,angarìa,nome,angarìa,afer.1 vocal.10 vocal.12,NA,no,no,no,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,anö̀rë,nome,anö̀rë<-vocal.5.c--anùrë<-vocal.2.a--anùri,afer.1 vocal.13 vocal.7.a,0.400,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,no
40,anö̀rö,nome,anö̀rö<-vocal.5.c--anùrö<-vocal.5.a--anùru,afer.1 vocal.8.a,0.500,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,sì,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
41,antechità,nome,antechità<-vocal.7.b--antichità,afer.1 leniz.1 leniz.5,0.250,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA
42,antecipè,verbo,antecipè<-vocal.7.b--anticipè<-palat.5--anticipàri,afer.1 assib.6.a assib.6.c leniz.1 leniz.3 vocal.13 vocal.2.a vocal.7.a,0.200,no,no,no,no,no,no,no,no,sì,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,no,sì,NA,NA,NA,NA,NA,NA,NA,no
43,antimòniö,nome,antimòniö<-vocal.5.a--antimòniu,afer.1 ditt.2.b vocal.7.b vocal.8.a,0.200,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA
44,antìcepö,nome,antìcepö<-vocal.7.b--antìcipö<-vocal.5.a--antìcipu,afer.1 assib.6.a assib.6.c leniz.1 leniz.3 vocal.10 vocal.8.a,0.222,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,sì,no,NA,NA,NA,NA,no,NA,NA
45,anörè,verbo,anörè<-vocal.5.a--anurè<-palat.5--anuràri,afer.1 vocal.13 vocal.2.a vocal.7.a vocal.8.a,0.286,no,no,no,no,no,no,no,no,sì,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,no,sì,NA,no,NA,no,NA,NA,NA,NA,NA,NA,no
46,aparechjè,verbo,aparechjè<-vocal.7.b--aparichjè<-palat.5--aparichjàri<-degem.7--aparicchjàri<-degem.5--apparicchjàri,afer.1 vocal.12 vocal.13 vocal.2.a vocal.7.a,0.444,no,no,sì,no,no,no,no,no,sì,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,no,sì,NA,NA,NA,NA,NA,NA,no,no
47,apartè,verbo,apartè<-palat.5--apartàri<-degem.5--appartàri,afer.1 vocal.12 vocal.13 vocal.2.a vocal.7.a,0.286,no,no,sì,no,no,no,no,no,sì,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,no,no
48,aprìlë,nome,aprìlë<-vocal.2.a--aprìli,afer.1 leniz.12 leniz.4 vocal.10 vocal.13 vocal.7.a,0.143,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,no
49,aprövè,verbo,aprövè<-vocal.5.a--apruvè<-palat.5--apruvàri<-degem.5--appruvàri,afer.1 vocal.13 vocal.2.a vocal.7.a vocal.8.a,0.375,no,no,sì,no,no,no,no,no,sì,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,no,sì,NA,no,NA,no,NA,NA,NA,NA,NA,NA,no
50,apàrtö,nome,apàrtö<-vocal.5.a--apàrtu<-degem.5--appàrtu,afer.1 vocal.8.a,0.500,no,no,sì,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
51,apàrö,nome,apàrö<-vocal.5.a--apàru,afer.1 leniz.3 vocal.8.a,0.250,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
52,apòstelö,nome,apòstelö<-vocal.8.a--apòstulö<-vocal.5.a--apòstulu,afer.1 ditt.2.b leniz.12 leniz.3,0.333,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,sì,NA,NA,NA,NA,NA,NA,NA
53,apönàzzö,nome,apönàzzö<-vocal.5.a--apunàzzu,afer.1 leniz.3 vocal.8.a,0.250,no,no,no,no,no,no,no,no,no,sì,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sì,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
